publisher_id,publisher_name,phone_number
6160,오로라북스,010-0000-6160
6161,글채움,010-0000-6161
6162,충북발전연구원,010-0000-6162
6163,해동문화재연구원,010-0000-6163
6164,비앤엠북스,010-0000-6164
6165,겨레문화유산연구원,010-0000-6165
6166,코스닥협회,010-0000-6166
6167,국민건강보험공단 건강보험정책연구원,010-0000-6167
6168,한국은행 제주본부,010-0000-6168
6169,慶北大學校博物館,010-0000-6169
6170,글로벌문화원 일본어 연구회,010-0000-6170
6171,한자교육연수원,010-0000-6171
6172,Human&Books,010-0000-6172
6173,농촌진흥청 기술연수과(농촌인적자원개발센터),010-0000-6173
6174,국립농업과학원 농업생물부 작물보호과,010-0000-6174
6175,포북,010-0000-6175
6176,창조의 샘,010-0000-6176
6177,와니북스,010-0000-6177
6178,신앤박미디어,010-0000-6178
6179,예스에듀케이션,010-0000-6179
6180,가문비,010-0000-6180
6181,Mirae N 아이세움,010-0000-6181
6182,푸름이닷컴,010-0000-6182
6183,다사랑,010-0000-6183
6184,인투북스,010-0000-6184
6185,문학예술출판사,010-0000-6185
6186,sir24,010-0000-6186
6187,학예사,010-0000-6187
6188,蔚山文化財硏究院,010-0000-6188
6189,고시넷,010-0000-6189
6190,퍼시픽북스,010-0000-6190
6191,근로단체출판사,010-0000-6191
6192,금성청년출판사,010-0000-6192
6193,후천개벽,010-0000-6193
6194,이안북스,010-0000-6194
6195,씨아이알,010-0000-6195
6196,AK 커뮤니케이션즈,010-0000-6196
6197,노드미디어,010-0000-6197
6198,한국지역진흥재단,010-0000-6198
6199,성일문화사,010-0000-6199
6200,생명공학정책연구센터,010-0000-6200
6201,성림문화재연구원,010-0000-6201
6202,뿌브아르,010-0000-6202
6203,삼원서원,010-0000-6203
6204,경북행복재단,010-0000-6204
6205,농촌진흥청 국립농업과학원 농업생물부,010-0000-6205
6206,국립중앙도서관 사서교육문화과,010-0000-6206
6207,농촌진흥청 지도개발과,010-0000-6207
6208,보건복지부 국립재활원,010-0000-6208
6209,미디어그룹 인포더,010-0000-6209
6210,이투스,010-0000-6210
6211,Maeil Business Newspaper,010-0000-6211
6212,농촌진흥청 국립식량과학원 간척지농업과,010-0000-6212
6213,살구나무,010-0000-6213
6214,문원북,010-0000-6214
6215,선,010-0000-6215
6216,與山與水,010-0000-6216
6217,리더스하우스,010-0000-6217
6218,한국여성과학기술인지원센터,010-0000-6218
6219,질병관리본부 국립보건연구원,010-0000-6219
6220,등불,010-0000-6220
6221,지평,010-0000-6221
6222,忠北大學校 博物館,010-0000-6222
6223,리북스,010-0000-6223
6224,충북포도산학연협력단,010-0000-6224
6225,작은샘,010-0000-6225
6226,법률정보센터,010-0000-6226
6227,금융투자협회,010-0000-6227
6228,한국산업기술진흥원,010-0000-6228
6229,주님제자,010-0000-6229
6230,友民社,010-0000-6230
6231,중소조선연구원,010-0000-6231
6232,농촌진흥청 국립농업과학원 농식품자원부 전통한식과,010-0000-6232
6233,중랑문화원,010-0000-6233
6234,Hanmaum Seonwon Foundation,010-0000-6234
6235,청보리미디어,010-0000-6235
6236,일오삼출판사,010-0000-6236
6237,전통문화연구회,010-0000-6237
6238,제주특별자치도 제주도립미술관,010-0000-6238
6239,제주현대미술관,010-0000-6239
6240,도움의 돌,010-0000-6240
6241,Nexus,010-0000-6241
6242,경상남도거제교육지원청,010-0000-6242
6243,동산출판사,010-0000-6243
6244,황금시간,010-0000-6244
6245,한솔캐스트,010-0000-6245
6246,Woongjin Thinkbig,010-0000-6246
6247,맥스퍼블리싱,010-0000-6247
6248,한국의학,010-0000-6248
6249,에듀존,010-0000-6249
6250,전자산업인적자원개발협의체,010-0000-6250
6251,충북대학교 박물관,010-0000-6251
6252,종이거울,010-0000-6252
6253,교육의창,010-0000-6253
6254,일곡문화재단,010-0000-6254
6255,과채류공동연구사업단,010-0000-6255
6256,과채류수출공통연구사업단,010-0000-6256
6257,kenaz,010-0000-6257
6258,창의와탐구,010-0000-6258
6259,배재대학교 학술정보처,010-0000-6259
6260,KISTI 슈퍼컴퓨팅본부 차세대연구환경개발실,010-0000-6260
6261,안전보건공단 산업안전보건연구원 화학물질센터,010-0000-6261
6262,童心社,010-0000-6262
6263,조선에듀케이션,010-0000-6263
6264,아이오엠이민정책연구원,010-0000-6264
6265,숭실대학교 한국기독교박물관,010-0000-6265
6266,농촌진흥청 국립원예특작과학원 인삼특작부 인삼과,010-0000-6266
6267,고산자컬처,010-0000-6267
6268,경기도미술관,010-0000-6268
6269,국립문화재연구소 천연기념물센터,010-0000-6269
6270,학수림,010-0000-6270
6271,담푸스,010-0000-6271
6272,스콜라스,010-0000-6272
6273,아르테움,010-0000-6273
6274,호남대학교 산학협력단 국가인적자원개발컨소시엄사업단,010-0000-6274
6275,조율,010-0000-6275
6276,농촌진흥청 국립축산과학원 난지축산시험장,010-0000-6276
6277,영,010-0000-6277
6278,한국저작권단체연합회,010-0000-6278
6279,이오북스,010-0000-6279
6280,마더텅(Mother Tongue),010-0000-6280
6281,글항아리,010-0000-6281
6282,농촌진흥청 기술협력국 기술경영과,010-0000-6282
6283,대구광역시 수목원관리사무소,010-0000-6283
6284,국립축산과학원,010-0000-6284
6285,이한미디어,010-0000-6285
6286,튼튼영어,010-0000-6286
6287,교우미디어,010-0000-6287
6288,延?人民出版社,010-0000-6288
6289,국방부군사편찬연구소,010-0000-6289
6290,한국경제교육협회,010-0000-6290
6291,Serving the People,010-0000-6291
6292,진샘미디어,010-0000-6292
6293,두성북스,010-0000-6293
6294,핸즈온러닝,010-0000-6294
6295,알렙,010-0000-6295
6296,돛달리기,010-0000-6296
6297,문화재청,010-0000-6297
6298,농촌진흥청 국립농업과학원 곤충산업과,010-0000-6298
6299,태성,010-0000-6299
6300,빛나리,010-0000-6300
6301,한국과학기술정보연구원 슈퍼컴퓨팅본부 기반기술개발실,010-0000-6301
6302,한국과학기술정보연구원 슈퍼컴퓨팅본부,010-0000-6302
6303,한국과학기술정보연구원 슈퍼컴퓨팅본부 응용지원실,010-0000-6303
6304,드림플러스,010-0000-6304
6305,안동대학교 멀티미디어공학과,010-0000-6305
6306,농촌진흥청 국립농업과학원 농업생물부 잠사양봉소재과,010-0000-6306
6307,울산녹색환경지원센터,010-0000-6307
6308,네비게이토출판사,010-0000-6308
6309,국립환경과학원 유역생태연구팀,010-0000-6309
6310,제주특별자치도 인재개발원,010-0000-6310
6311,농촌진흥청 연구정책국 생명자원관리과,010-0000-6311
6312,농촌진흥청 기술연구과 농촌인적자원개발센터,010-0000-6312
6313,인재개발원 철도운전기술센터,010-0000-6313
6314,?村?物出版社,010-0000-6314
6315,天津?育出版社,010-0000-6315
6316,고시원,010-0000-6316
6317,한민사,010-0000-6317
6318,技工社,010-0000-6318
6319,瑞音出版社,010-0000-6319
6320,느낌,010-0000-6320
6321,한국광고연구원,010-0000-6321
6322,숨은 책,010-0000-6322
6323,자유인,010-0000-6323
6324,에프원,010-0000-6324
6325,효진출판사,010-0000-6325
6326,太學社,010-0000-6326
6327,學文出版,010-0000-6327
6328,문화샘,010-0000-6328
6329,창현출판사,010-0000-6329
6330,文苑閣,010-0000-6330
6331,한남대학교출판부,010-0000-6331
6332,梨花文化出版社,010-0000-6332
6333,아세아미디어,010-0000-6333
6334,개마고원,010-0000-6334
6335,미래미디어,010-0000-6335
6336,韓國語硏,010-0000-6336
6337,惠園出版社,010-0000-6337
6338,높이높이,010-0000-6338
6339,라인리그,010-0000-6339
6340,대영사,010-0000-6340
6341,프레스21,010-0000-6341
6342,열린길,010-0000-6342
6343,인간과 복지,010-0000-6343
6344,한빛,010-0000-6344
6345,삼분통신,010-0000-6345
6346,우리터,010-0000-6346
6347,펀앤런,010-0000-6347
6348,기공사,010-0000-6348
6349,따님,010-0000-6349
6350,대현,010-0000-6350
6351,세복,010-0000-6351
6352,유림문화사,010-0000-6352
6353,으뜸사,010-0000-6353
6354,麗文閣,010-0000-6354
6355,아트파크,010-0000-6355
6356,장로회신학대학출판부,010-0000-6356
6357,한국정신문화연구원,010-0000-6357
6358,세경북스,010-0000-6358
6359,밝은누리,010-0000-6359
6360,한양,010-0000-6360
6361,문학풍경,010-0000-6361
6362,크라운출판사기술서적사업부,010-0000-6362
6363,내외통신사부설북한문제연구소,010-0000-6363
6364,동서,010-0000-6364
6365,인스정보,010-0000-6365
6366,한학문화사,010-0000-6366
6367,서울출판사,010-0000-6367
6368,평화출판사,010-0000-6368
6369,삼우사,010-0000-6369
6370,제일경제연구소,010-0000-6370
6371,大學出版社,010-0000-6371
6372,宇石,010-0000-6372
6373,한국해외선교회출판부,010-0000-6373
6374,栗谷出版社,010-0000-6374
6375,활인당,010-0000-6375
6376,문화체육부,010-0000-6376
6377,東玄出版社,010-0000-6377
6378,慶北大學校出版部,010-0000-6378
6379,샘,010-0000-6379
6380,문화전사,010-0000-6380
6381,현보,010-0000-6381
6382,PuffinBooks,010-0000-6382
6383,SupercollegeLlc,010-0000-6383
6384,효일문화사,010-0000-6384
6385,성문사,010-0000-6385
6386,수림,010-0000-6386
6387,움직이는책,010-0000-6387
6388,제일미디어,010-0000-6388
6389,法志社,010-0000-6389
6390,經進社,010-0000-6390
6391,Living Mature(성숙한삶),010-0000-6391
6392,정우서적,010-0000-6392
6393,영탑,010-0000-6393
6394,중앙경제사,010-0000-6394
6395,민족문화,010-0000-6395
6396,공보처,010-0000-6396
6397,남지,010-0000-6397
6398,探求堂,010-0000-6398
6399,두레박,010-0000-6399
6400,까치글방,010-0000-6400
6401,양무리서원,010-0000-6401
6402,한밭,010-0000-6402
6403,타임,010-0000-6403
6404,오선,010-0000-6404
6405,東星出版社,010-0000-6405
6406,韓國思想硏究院附設修德文化社,010-0000-6406
6407,地平書院,010-0000-6407
6408,샬롬,010-0000-6408
6409,대신문화사,010-0000-6409
6410,이목출판,010-0000-6410
6411,현대문화신문,010-0000-6411
6412,민서출판사,010-0000-6412
6413,신세대,010-0000-6413
6414,산들,010-0000-6414
6415,법경고시원,010-0000-6415
6416,형미디어,010-0000-6416
6417,집영출판사,010-0000-6417
6418,열음사,010-0000-6418
6419,아태정보,010-0000-6419
6420,正宇社,010-0000-6420
6421,서울시립대학교부설서울학연구소,010-0000-6421
6422,첼리노,010-0000-6422
6423,서평,010-0000-6423
6424,진원,010-0000-6424
6425,백수사,010-0000-6425
6426,비전코리아,010-0000-6426
6427,시와 시학사,010-0000-6427
6428,홍신출판공사,010-0000-6428
6429,국시원,010-0000-6429
6430,KIC(한국형사정책연구원),010-0000-6430
6431,한경,010-0000-6431
6432,한불문화출판,010-0000-6432
6433,더난출판사,010-0000-6433
6434,J&K출판기획,010-0000-6434
6435,청암미디어,010-0000-6435
6436,베스트셀러출판사,010-0000-6436
6437,웅집출판사,010-0000-6437
6438,세종연구원,010-0000-6438
6439,좋은인연,010-0000-6439
6440,조선대학교출판국,010-0000-6440
6441,아이콘,010-0000-6441
6442,큰틀,010-0000-6442
6443,뫼,010-0000-6443
6444,영풍문고,010-0000-6444
6445,一志社,010-0000-6445
6446,행담,010-0000-6446
6447,선녀와 나무꾼,010-0000-6447
6448,현대,010-0000-6448
6449,天池,010-0000-6449
6450,나침반사,010-0000-6450
6451,가서원교육연구소,010-0000-6451
6452,國學資料院,010-0000-6452
6453,건축도서출판공사,010-0000-6453
6454,대관출판사,010-0000-6454
6455,經世院,010-0000-6455
6456,신태양사,010-0000-6456
6457,위저드,010-0000-6457
6458,이서원,010-0000-6458
6459,나경문화,010-0000-6459
6460,형성사,010-0000-6460
6461,꿈,010-0000-6461
6462,동신출판사,010-0000-6462
6463,민족통일연구원,010-0000-6463
6464,비봉출판사,010-0000-6464
6465,길길,010-0000-6465
6466,하나,010-0000-6466
6467,무크출판사,010-0000-6467
6468,지성의샘,010-0000-6468
6469,論文資料社,010-0000-6469
6470,새와 물고기,010-0000-6470
6471,유림,010-0000-6471
6472,산성미디어,010-0000-6472
6473,한국군사문제연구원,010-0000-6473
6474,UBF출판부,010-0000-6474
6475,명경,010-0000-6475
6476,21세기교육사,010-0000-6476
6477,하서,010-0000-6477
6478,산호미디어,010-0000-6478
6479,크리스찬치유목회연구원,010-0000-6479
6480,니드,010-0000-6480
6481,열린문화,010-0000-6481
6482,숙명여자대학교출판부,010-0000-6482
6483,국민대학교출판부,010-0000-6483
6484,영남대학교영대신문사,010-0000-6484
6485,한컴프레스,010-0000-6485
6486,조원사,010-0000-6486
6487,동해물,010-0000-6487
6488,하나로,010-0000-6488
6489,眞韓圖書,010-0000-6489
6490,전인출판,010-0000-6490
6491,진흙소,010-0000-6491
6492,漢東,010-0000-6492
6493,하늘연못,010-0000-6493
6494,대인미디어,010-0000-6494
6495,한국항공대학교출판부,010-0000-6495
6496,사랑의 샘,010-0000-6496
6497,하늘사다리,010-0000-6497
6498,조합공동체소나무,010-0000-6498
6499,themun,010-0000-6499
6500,신지평,010-0000-6500
6501,비전21,010-0000-6501
6502,떡갈나무,010-0000-6502
6503,세훈,010-0000-6503
6504,聞思修,010-0000-6504
6505,태성출판사,010-0000-6505
6506,줄과 추,010-0000-6506
6507,태학당,010-0000-6507
6508,탐구문화사,010-0000-6508
6509,솔로몬,010-0000-6509
6510,대청정보시스템,010-0000-6510
6511,솔바람,010-0000-6511
6512,[서원출판사],010-0000-6512
6513,홍익미디어플러스,010-0000-6513
6514,리브로,010-0000-6514
6515,박영률출판사,010-0000-6515
6516,法潮社,010-0000-6516
6517,노동부,010-0000-6517
6518,신기술,010-0000-6518
6519,국립현대미술관,010-0000-6519
6520,교회성장연구소,010-0000-6520
6521,예림미디어,010-0000-6521
6522,에프.원,010-0000-6522
6523,대유,010-0000-6523
6524,KBS문화사업단,010-0000-6524
6525,KMK Press,010-0000-6525
6526,하나서당,010-0000-6526
6527,세훈문화사,010-0000-6527
6528,길금공예연구소,010-0000-6528
6529,건생,010-0000-6529
6530,문학저널,010-0000-6530
6531,海運産業硏究阮,010-0000-6531
6532,集英出版社,010-0000-6532
6533,풀빛미디어,010-0000-6533
6534,Grace top,010-0000-6534
6535,J-pub,010-0000-6535
6536,열린 책들,010-0000-6536
6537,자유기업센터,010-0000-6537
6538,신우당,010-0000-6538
6539,우리소리,010-0000-6539
6540,오늘의 문학사,010-0000-6540
6541,대전일보사,010-0000-6541
6542,다솜미디어,010-0000-6542
6543,시몬출판사,010-0000-6543
6544,단우,010-0000-6544
6545,미래와 사람들,010-0000-6545
6546,두비,010-0000-6546
6547,유한사,010-0000-6547
6548,설우사,010-0000-6548
6549,반디,010-0000-6549
6550,세영사,010-0000-6550
6551,시와 사람사,010-0000-6551
6552,한국원예기술정보센터,010-0000-6552
6553,진리의 깃발,010-0000-6553
6554,융성출판,010-0000-6554
6555,씨엔씨미디어,010-0000-6555
6556,The Sejong Institute,010-0000-6556
6557,하문사,010-0000-6557
6558,비·북스,010-0000-6558
6559,朝元社,010-0000-6559
6560,Yonsei University Press,010-0000-6560
6561,윤컴,010-0000-6561
6562,Sungshinjoza Universit¨at Verlag,010-0000-6562
6563,敎保文庫,010-0000-6563
6564,프레스 21,010-0000-6564
6565,문일,010-0000-6565
6566,병암사,010-0000-6566
6567,경춘사,010-0000-6567
6568,韓國海洋戰略硏究所,010-0000-6568
6569,너와나 미디어,010-0000-6569
6570,여수룬,010-0000-6570
6571,드림북스,010-0000-6571
6572,베스트북,010-0000-6572
6573,法硏出版社,010-0000-6573
6574,아름드리,010-0000-6574
6575,계명대학교출판부,010-0000-6575
6576,L.M.C.Korea,010-0000-6576
6577,예영미디어,010-0000-6577
6578,국토개발연구원,010-0000-6578
6579,韓國環境政策.評價硏究院,010-0000-6579
6580,책공장,010-0000-6580
6581,한국디지틀도서관포럼,010-0000-6581
6582,문영각,010-0000-6582
6583,홍익미디어 플러스,010-0000-6583
6584,연세대학교국민건강증진연구소,010-0000-6584
6585,文運堂,010-0000-6585
6586,한국금융공학컨설팅,010-0000-6586
6587,성지출판사,010-0000-6587
6588,언약,010-0000-6588
6589,韓國司法行政學會,010-0000-6589
6590,성보문화재연구원,010-0000-6590
6591,크로바출판사,010-0000-6591
6592,사과나무,010-0000-6592
6593,윤미디어,010-0000-6593
6594,동영출판사,010-0000-6594
6595,씨앤드씨그룹,010-0000-6595
6596,光敎아카데미,010-0000-6596
6597,서울大學校出版部,010-0000-6597
6598,韓國外國語大學校出版部,010-0000-6598
6599,디오디커뮤니케이션,010-0000-6599
6600,보국출판사,010-0000-6600
6601,바들산,010-0000-6601
6602,성인문,010-0000-6602
6603,KMKpress,010-0000-6603
6604,부산일보사기획출판국,010-0000-6604
6605,한영출판사,010-0000-6605
6606,줄과추,010-0000-6606
6607,대인문화,010-0000-6607
6608,修德文化社,010-0000-6608
6609,정보게이트,010-0000-6609
6610,줄기,010-0000-6610
6611,논문자료사,010-0000-6611
6612,대교출판사,010-0000-6612
6613,진솔전자출판,010-0000-6613
6614,아래맘,010-0000-6614
6615,한국로고스연구원,010-0000-6615
6616,신문화제작사,010-0000-6616
6617,萬琶書籍,010-0000-6617
6618,징검다리,010-0000-6618
6619,표현,010-0000-6619
6620,책이있는 마을,010-0000-6620
6621,인경클래스,010-0000-6621
6622,한국건자재시험연구원,010-0000-6622
6623,그리심산,010-0000-6623
6624,바울서신,010-0000-6624
6625,청한문화사,010-0000-6625
6626,나단출판사,010-0000-6626
6627,秀林,010-0000-6627
6628,국제교육자료은행,010-0000-6628
6629,삼경문화사,010-0000-6629
6630,대전가톨릭대학교출판부,010-0000-6630
6631,토담,010-0000-6631
6632,영성,010-0000-6632
6633,법전출판사,010-0000-6633
6634,마이트Press,010-0000-6634
6635,컴피플,010-0000-6635
6636,교육정보,010-0000-6636
6637,동학,010-0000-6637
6638,韓國保健社會硏究院,010-0000-6638
6639,기독교대한감리회홍보출판국,010-0000-6639
6640,하예,010-0000-6640
6641,21세기,010-0000-6641
6642,책 만드는 집,010-0000-6642
6643,미션월드 라이브러리,010-0000-6643
6644,마니아북스,010-0000-6644
6645,강남대학교출판부,010-0000-6645
6646,세무통신사,010-0000-6646
6647,자연사랑,010-0000-6647
6648,청해,010-0000-6648
6649,영목,010-0000-6649
6650,문화사랑,010-0000-6650
6651,성도출판사,010-0000-6651
6652,대인교육,010-0000-6652
6653,서문문화사,010-0000-6653
6654,광일문화사,010-0000-6654
6655,眞明금융아카데미,010-0000-6655
6656,전주대학교출판부,010-0000-6656
6657,중앙승가대학교출판부,010-0000-6657
6658,다른세상,010-0000-6658
6659,토지,010-0000-6659
6660,올네이션스 경배와 찬양,010-0000-6660
6661,法院公報社,010-0000-6661
6662,행정자치부,010-0000-6662
6663,오감도,010-0000-6663
6664,예응고시,010-0000-6664
6665,미담북스,010-0000-6665
6666,피아,010-0000-6666
6667,북클럽,010-0000-6667
6668,광장서적출판부,010-0000-6668
6669,울산대학교출판부,010-0000-6669
6670,행법사,010-0000-6670
6671,민영사,010-0000-6671
6672,크리스천하우스,010-0000-6672
6673,육서당,010-0000-6673
6674,생명공학연구소,010-0000-6674
6675,Independentlypublished,010-0000-6675
6676,신바람,010-0000-6676
6677,한국기업컨설팅,010-0000-6677
6678,서교출판사,010-0000-6678
6679,왕성,010-0000-6679
6680,흥부네 박,010-0000-6680
6681,시몬문화사,010-0000-6681
6682,지원사,010-0000-6682
6683,총신대학교출판부,010-0000-6683
6684,을지문덕,010-0000-6684
6685,두돌비,010-0000-6685
6686,누림,010-0000-6686
6687,좋은날미디어,010-0000-6687
6688,끌리오,010-0000-6688
6689,Rok Media(로크미디어),010-0000-6689
6690,칭하이 무상사 국제협회,010-0000-6690
6691,정보통신연구원,010-0000-6691
6692,법문출판사,010-0000-6692
6693,知와 사랑,010-0000-6693
6694,세계인,010-0000-6694
6695,모아드림,010-0000-6695
6696,칭하이무상사국제협회,010-0000-6696
6697,서광사,010-0000-6697
6698,봉성기획,010-0000-6698
6699,죠이에듀케이션,010-0000-6699
6700,페트라,010-0000-6700
6701,우신,010-0000-6701
6702,아세아문화사,010-0000-6702
6703,학민문화사,010-0000-6703
6704,해커스패스,010-0000-6704
6705,彰縣文化,010-0000-6705
6706,文化藝術,010-0000-6706
6707,安徽敎育出版版,010-0000-6707
6708,巴蜀書社出版,010-0000-6708
6709,彰化縣立文化中心,010-0000-6709
6710,漢學硏究中心,010-0000-6710
6711,文而出版社,010-0000-6711
6712,文華圖書館管理資訊股?有限公司,010-0000-6712
6713,四川民族出版社,010-0000-6713
6714,齊魯書社,010-0000-6714
6715,第三書館,010-0000-6715
6716,耕文社,010-0000-6716
6717,創史社,010-0000-6717
6718,日本同和史硏究會,010-0000-6718
6719,廣島平和文化センタ?,010-0000-6719
6720,有精堂,010-0000-6720
6721,神戶學生靑年センタ,010-0000-6721
6722,むくげの會,010-0000-6722
6723,飛天出版,010-0000-6723
6724,共同文化社,010-0000-6724
6725,日外アソシエㅡツ,010-0000-6725
6726,保育社,010-0000-6726
6727,世界文化社,010-0000-6727
6728,岩崎美術社,010-0000-6728
6729,泰流社,010-0000-6729
6730,敎文館,010-0000-6730
6731,三修社[??],010-0000-6731
6732,日本圖書館協會,010-0000-6732
6733,桐原書店,010-0000-6733
6734,大藏省印刷局,010-0000-6734
6735,山下出版,010-0000-6735
6736,北星堂書店,010-0000-6736
6737,サイマル出版會,010-0000-6737
6738,미래아카데미,010-0000-6738
6739,Epasskorea(이패스코리아),010-0000-6739
6740,원앤제이갤러리,010-0000-6740
6741,정읍시립박물관,010-0000-6741
6742,Youngjin.com(영진닷컴),010-0000-6742
6743,요단,010-0000-6743
6744,裳華房,010-0000-6744
6745,健友館,010-0000-6745
6746,ごま書房,010-0000-6746
6747,敎育史料出版會,010-0000-6747
6748,ビジネス敎育出版社,010-0000-6748
6749,國土社,010-0000-6749
6750,電氣通信協會,010-0000-6750
6751,本鄕出版社,010-0000-6751
6752,サンケイ出版,010-0000-6752
6753,幸福の科學出版,010-0000-6753
6754,ネスコ,010-0000-6754
6755,講談社サイエンティフィク,010-0000-6755
6756,日本貿易振興會,010-0000-6756
6757,學術圖書出版社,010-0000-6757
6758,日本敎育硏究センタ?,010-0000-6758
6759,南江堂,010-0000-6759
6760,養賢堂,010-0000-6760
6761,NECクリエイティブ,010-0000-6761
6762,アジア經濟出版會,010-0000-6762
6763,敎育社,010-0000-6763
6764,사진공간 배다리,010-0000-6764
6765,日本失業出版社,010-0000-6765
6766,第三文明社,010-0000-6766
6767,廣島大學 大學敎育硏究センタ?,010-0000-6767
6768,水書房,010-0000-6768
6769,第一法規出版,010-0000-6769
6770,工業調査會,010-0000-6770
6771,廣島大學大學敎育硏究センタ?,010-0000-6771
6772,國立臺灣大學出版委員會,010-0000-6772
6773,감자,010-0000-6773
6774,知平書院,010-0000-6774
6775,서울신학연구소,010-0000-6775
6776,크리폼,010-0000-6776
6777,대현문고,010-0000-6777
6778,시와 사회,010-0000-6778
6779,JC MBA 컨설팅출판국,010-0000-6779
6780,聯經出版事業公司,010-0000-6780
6781,經濟日報社,010-0000-6781
6782,文津出版,010-0000-6782
6783,東大圖書,010-0000-6783
6784,文津出版社,010-0000-6784
6785,中央硏究院,010-0000-6785
6786,개혁주의신행협회,010-0000-6786
6787,대원,010-0000-6787
6788,영진.com,010-0000-6788
6789,초록배매직스,010-0000-6789
6790,범론사,010-0000-6790
6791,창조사학회 출판부,010-0000-6791
6792,晩聲社,010-0000-6792
6793,新華出版社,010-0000-6793
6794,哈爾濱出版社,010-0000-6794
6795,Hankuk Univ. of Foreign Studies Press,010-0000-6795
6796,에프·원,010-0000-6796
6797,한양문화사,010-0000-6797
6798,학문출판사,010-0000-6798
6799,두루마리,010-0000-6799
6800,天地出版,010-0000-6800
6801,L.M.C. Korea,010-0000-6801
6802,백송,010-0000-6802
6803,석일사,010-0000-6803
6804,신영베스트,010-0000-6804
6805,효성,010-0000-6805
6806,國民日報,010-0000-6806
6807,아프로디테,010-0000-6807
6808,삼협종합출판부,010-0000-6808
6809,픽션뱅크,010-0000-6809
6810,어학연구사,010-0000-6810
6811,國防大學院,010-0000-6811
6812,커넥트,010-0000-6812
6813,에스라서원,010-0000-6813
6814,ONE & ONE,010-0000-6814
6815,중앙M＆B,010-0000-6815
6816,양피지,010-0000-6816
6817,서광문화사,010-0000-6817
6818,하늘출판,010-0000-6818
6819,로고스도서,010-0000-6819
6820,그린하우스,010-0000-6820
6821,킹제임스,010-0000-6821
6822,엔젤미디어,010-0000-6822
6823,기독청파,010-0000-6823
6824,예본출판사,010-0000-6824
6825,陽地,010-0000-6825
6826,아이포스트,010-0000-6826
6827,이종문화사,010-0000-6827
6828,엘출판사,010-0000-6828
6829,승리출판사,010-0000-6829
6830,한학문화,010-0000-6830
6831,테마북스,010-0000-6831
6832,새교회출판사,010-0000-6832
6833,예림기획,010-0000-6833
6834,신지학,010-0000-6834
6835,파스넷,010-0000-6835
6836,御茶の水書房,010-0000-6836
6837,베틀.북,010-0000-6837
6838,미래M＆B,010-0000-6838
6839,新知性社,010-0000-6839
6840,世進社,010-0000-6840
6841,학원미디어,010-0000-6841
6842,대한주택공사,010-0000-6842
6843,ザ.マサダ,010-0000-6843
6844,대한영양사회,010-0000-6844
6845,삼양,010-0000-6845
6846,藝盛出版社,010-0000-6846
6847,경영자료사,010-0000-6847
6848,한세,010-0000-6848
6849,유원,010-0000-6849
6850,이진출판사,010-0000-6850
6851,Fornurse(포널스출판사),010-0000-6851
6852,同朋舍,010-0000-6852
6853,東洋??新報社,010-0000-6853
6854,亞紀書房,010-0000-6854
6855,國元書房,010-0000-6855
6856,岩坡書店,010-0000-6856
6857,회양출판사,010-0000-6857
6858,탑프린,010-0000-6858
6859,萬琶,010-0000-6859
6860,메타,010-0000-6860
6861,우림,010-0000-6861
6862,서울교육정보,010-0000-6862
6863,서울특별시 서남권직장맘지원센터,010-0000-6863
6864,Grace Publisher,010-0000-6864
6865,한국유아교육개발,010-0000-6865
6866,아동교육문화연구회,010-0000-6866
6867,대길,010-0000-6867
6868,삼성미디어,010-0000-6868
6869,태극출판사,010-0000-6869
6870,웅진미디어,010-0000-6870
6871,서강출판사,010-0000-6871
6872,성균관,010-0000-6872
6873,세진출판사,010-0000-6873
6874,아람출판사,010-0000-6874
6875,학원출판사,010-0000-6875
6876,슬기,010-0000-6876
6877,동화문학사,010-0000-6877
6878,새길출판사,010-0000-6878
6879,영광도서,010-0000-6879
6880,청교도신앙사,010-0000-6880
6881,일하는 사람들의 작은 책,010-0000-6881
6882,農林統計協?,010-0000-6882
6883,ザ·マサダ,010-0000-6883
6884,느낌이 있는 나무,010-0000-6884
6885,제이프로,010-0000-6885
6886,효림,010-0000-6886
6887,야컴,010-0000-6887
6888,웅동,010-0000-6888
6889,한국해양연구소,010-0000-6889
6890,시공M&C,010-0000-6890
6891,커뮤니케이션그룹,010-0000-6891
6892,서울미디어랜드,010-0000-6892
6893,眞明금융학원,010-0000-6893
6894,골든-벨,010-0000-6894
6895,RP미디어,010-0000-6895
6896,한국장애인재활협회,010-0000-6896
6897,송파문화,010-0000-6897
6898,テイ.アイ.エス,010-0000-6898
6899,빛무리,010-0000-6899
6900,송강,010-0000-6900
6901,영운기획,010-0000-6901
6902,葦書房有限會社,010-0000-6902
6903,은혜기획,010-0000-6903
6904,대구효성가톨릭대학교출판부,010-0000-6904
6905,바른지식,010-0000-6905
6906,世界書院,010-0000-6906
6907,生活·讀書·新知三聯書店,010-0000-6907
6908,草の根出版會,010-0000-6908
6909,중외,010-0000-6909
6910,현대문예,010-0000-6910
6911,영남대학교 기계관,010-0000-6911
6912,해냄,010-0000-6912
6913,다성출판사,010-0000-6913
6914,文硏出版,010-0000-6914
6915,성서와 함께,010-0000-6915
6916,탑21,010-0000-6916
6917,범일미디어,010-0000-6917
6918,레슨,010-0000-6918
6919,포인트,010-0000-6919
6920,시각과 언어,010-0000-6920
